user_name,age_range,review,review_star,list_of_recommends
nidnodtt,25 - 29,"cukup suka pake produk ini . selain murah juga baunya gak mengganggu kaya adiknya si emina .. berasa lembab juga pake produk ini tuh , tapi nyerepnya agak lama , jadi produk ini susah kalo dipake saat buru-buru ..",4,Yes
alfiafia36,25 - 29,beli sunscreen wardah awalnya gara gara lagi kehabisan sunblock yang biasanya dipakai terus stoknya kosong pula. jujur enggak begitu suka sama teksturnya pas diaplikasiin juga lama menyerapnya entah ini perasaam aku aja apa giman ini produk rasanya emang bikin kulit gerah panas akhirnya cuma dipakai ketangan sama kaki aja ,4,No
aisyahhaq,25 - 29,sebenarnya aku pake sunscreen ini cukup lama dan cukup suka. teksturnya gel putih dan cukup bikin lembab. tapi ada sedikit efek white cast nya dan butuh waktu meresap ke kulit. jadi aku butuh perlindungan yang lebih dan yang lebih nyaman dipake. ,4,Yes
Amaliaftrnn,19 - 24,"Edited. Aku udh pkai sunscreen wardah yg kemasan biru putih kira2 udh abis 2 tube tapi memang agak kurang suka karena menurutku greasy banget. Nah pas mereka upgrade formula dan kemasan aku excited banget karena klaim2 mereka menarik juga produk yg katanya lbh light + gampang menyerap. pertama kali coba kalau kebanyakan bakalan nimbulin whitecast tapi whitecastnya cepet hilang ko jd buat kamu yang memang lgi buru2 mau pke sunscreen aku rasa masih bisa ditolerarir. habis pakai sunscreen wardah ini kulit aku jd lebih sehat dan redness memudar. Btw bentuknya lotion tapi ringan yah, warna putih. Lebih nyaman dpakai jika sebelumnya kalian pakai facemist karena lebij gampang diblandnya. untuk yang orange ini udh abisin tube ke 4. Sesuka itu dengan harga yang terngkau. Aku ga akan upgradr sunscreen aku ke yg lebih mehong seperti Biore Aquarich atau loreal hahaha karena kantong mahasiswi bakalan cepet jebolnya",4,Yes
RiitaMayy,19 - 24,"Menurut ku sih ini enak bgt sunscreen nya.. aku sempet pake yg merk lain tapi  lebih cocok pake ini.. stlh dipake dia tuh kek ngasih efek glowing gitu
So far bagus sih aku beli di toko Deket rumah sekitar Rp 27.000
",4,Null
nettypardede,19 - 24,"aku sukaaaaaaaa bangeeett. beneran ngelindungin kulit aku banget dari sinarrrr uv yang jahat. tapi kebetulan warnanya buat kulit aku yang gak begituuuu putih ni jadi kayak gak natural. tapii kalau kulit kamu putih bersihh, aku rekom. aman kokk ",4,Yes
dindaaprillia,18 and Under,"harganya murah buat kantong pelajar kek aku, ngga bikin BO atau iritasi lain sih, enak juga dipake, dan dia juga fungal acne safe itu yg buat aku suka, tp selama ini alhamdulillah ngga pernah ada masalah sih sma sunscreen hihi",4,Yes
virgieyap,18 and Under,"Ini yang Pertama Kali pakai Sunscreen Merek Wardah. Kemasannya Bagus dan klaimnya mengandung Aloe Vera bikin kulit menenangkan. Caranya tinggat taruh di ruas jari sepanjang kacang polong, dioles di semua wajah dan leher, hasilnya terlindungi, tapi cocoknya buat kuning langsat medium sampai sawo matang karena aku butuh sunscreen yang diatas SPF 50.",4,Yes
Raisyant,18 and Under,"Sunscreen nya lumayan ngelembapin karena ada aloe veranya, wanginya nggak mengganggu sih... suka gitu sama wanginya, ukurannya jg travel size, lumayan ngelindungin kulit, murmer. Tapi sayangnya klo dikulit aku pas dipake langsung merah gitu tapi setelah itu merah nya ilang sih. 

Ingredients: 
Aqua, Ethylhexyl Methoxycinnamate, Propylene Glycol, Polyacrylamide, Butyl Methoxydibenzoylmethane, Dimethicone, Cyclopentasiloxane, Phenoxyethanol, C13-14 Isoparaffin, Triethalamine, Panthenol, Laureth 7, Aloe Crosspolymer, Carborner, Fragrance, Tocopheryl Acetate, Disodium EDTA, Triethylene Glycol, Dimethicone/Vinly, Dimethicone Crosspolymer, Dimethiconol, Potassium Sorbate, Sodium Bonzoate. 

",4,Yes
windaammur,19 - 24,"ini tuh ngaruh banget buat aku, akutuh suka produk ini krna pas di apply di kulit, bikin kuliat aku glowing gitu dan dan ga berwarna jdi natural, teksturnya toh ringan banget, gampang nyerap di kulit, ketika pke foundation jga ga bikin found",4,Yes
feyy_georgina,19 - 24,"sempat bingung mau pilih suncreen dari Wardah atau Emina karena dua-duanya brand lokal dan cocok di kantong. Ketika baca Ingredient, aku memutuskan beli Wardah karena ga mengandung alkohol. Juga pas dipake ke muka kayak ada efek yang bikin muka jadi keungu-unguan gitu tapi beberapa saat kemudian nyerep dan matte ke warna kulit. Teksturnya kayak lotiob/cream yang super cair warna putih. Wanginya aku suka karena fresh dan soft gitu. repurchase? maybe",4,Yes
TriskaJuni,19 - 24,"Produknya mudah dicari, harganya affordable
Teksturnya ringan berwarna putih, setelah dipakai ke wajah terasa segar dan langsung menyebar ke permukaan kulit, langsung meresap, tidak menimbulkan efek putih, melembabkan juga menurut ku",4,Yes
raditaprmst,19 - 24,"Aku selama ini pake wardah sunscreen ini selama aku sma, karena takut kesita komdis jd aku cm make dia & bedak. Ini udh all in one bgt apalagi buat anak SMA yg cenderung di dlm ruangan slm jd senior. Trs dia jg ga ilang kl abis wudhu gt & so far gaada reaksi apapun & gabikin kulit kering xx",4,Yes
Putrilestarie21,30 - 34,"ini pertama yg aku kenal, dan masih aku tetap pakai sampai sekarang. memang cuma 30 spf nya tp gak masalah buat aku. krna aku pakai ini untuk daily aja, misal mau ke pasar atau keluar rumah yang gak begitu lama. teksture nya gel cream. bikin agak sedikit berminyak sih di wajahku tapi masih taraf wajar. harga murah, packaging simple. suka.",4,Yes
rizkieyk,19 - 24,"dulu pake ini pas sma karena paling gampang buat dibelinya trus ga bikin break out kalo di aku, cuman ya gitu kaya kurang mantep aja proteksinya, cuman ini masih oke kok kalo emang masih awal belajar pake skincare",4,Yes
syafirazharia,19 - 24,"11-12 dengan sun screen dari Emina. Bedanya, Emina lebih ringan dan lebih cepat meresap ke kulit. Sama-sama nyaman kalo dipake. Ga ninggalin white cast kalo di kulit wajahku. Ga ada wangi aneh-aneh. Untuk packaging-nya enak banget buat digenggam. ",4,Yes
sitamahar,19 - 24,"bagus banget sih di kulit aku, nyaman dipake gak berat dan cepat menyerap dikulit. udah berkali kali purchase produk ini dan selama ini ga bikin beruntusan atau jerawatan muncul. emang awalnya sih kalo dipake agak lengket tp setelah kebiasaan pakek gak lengket sih biasa aja ",4,Yes
anis.kuntara,19 - 24,"bagus proteksinya, walau agak peeling. tapi sayang di muka aku bikin kumisan :') entah karena apa. sedih sih, karena ini salah satu sunscreen affordable yang kucinta. abis 3 tube. awal 1 tube udah ngeh kalo bulu2 dimuka makin subur, tapi udah terlanjur beli 2 tube lagi saking latahnya karena melebihi ekspektasi. akhirnya ttp hajar sampai habis. ",4,Yes
eteeweetee,18 and Under,"ini sunscreen pertamaku, ini lumayan sih apalagi dia murah dan gampang banget didapet, agak greasy apalagi buat yg oily skin tapi ga gitu ganggu sih kalo di aku, tinggal diset pake bedak udah dehx overall ini lumayan si dari segi harga dan ini gabikin aku breakout",4,Yes
afrayk,19 - 24,"aku beberapa kali minta punya temen aku hehe enaak sih kadang ada rasa dingin2 adem aloe vera gitu, ringan, gampang ngeblend dan gampang ngeresep. hrganya juga murah, bagus deh buat daily use. cuma sayang aja bagi aku ini kekecilan sihh tapi bagi yg suka travel friendly, this product is for you!",4,Yes
slamettita01,19 - 24,"Sunscreen pertama yang dulu aku pakai. Wanginya seger tapi ga terlalu kuat dan teksturnya krim. Pas dipakai seperti pelembab dan cukup ringan dikulit, jadi kadang aku ga pakai pelembab lagi. Dilihat dari formulanya cukup bagus, dengan SPF 30 PA+++. Buat ketahanan perlindungannya cukup membantu, tapi tetep luntur kalau kena wudhu. Serta harus tetep rutin mengaplikasikannya min. 4 jam sekali kalo di luar ruangan dan kondisi cuaca yang cukup panas.",4,Yes
amaraadw,18 and Under,"sunscreen terfav setelah emina, daya serap nya cepet dan ga bikin muka jadi kusam, package nya kecil gampang banget dibawa kemana mana, cocok buat remaja yang baru mau coba pake ss, murah juga harga nya dan aku suka banget kaya rada dingin di muka gitu, aah i love this product! ",4,Yes
tiiikkk,19 - 24,"Sunscreen pertama yang aku punya dulu. Wanginya seger, teksturnya krim putih gitu. Pas dipake kayak pelembab dan hampir ga ada whitecast. Karena dia punya kandung aloe vera jadi biasanya pagi hari aku cuma pakai toner sama ini, ga perlu pelembab lagi. Kalau lihat formulanya dia udah cukup bagus sih, SPF 30 PA+++. Untuk ketahanannya biasa aja sih, kayaknya dia bakal luntu kalau kena wudhu. Yang paling penting dari pakai sunscreen adalah rajin re apply tiap 4 jam. ",4,Yes
feyy_georgina,19 - 24,"menurutku sunscreen ini bagus bagus aja di wajah aku yang kombinasi, teksturnya creamy dan warna putih begitu. setelah diaplikasikan di wajah kayak ada ungu2nya tapi ga bertahan lama. tanpa alkohol jadi aman kalau diaplikasikan di sekitar mata. dan cukup melindungi dari sinar terik matahari. repurchase? maybe",4,Yes
Fayzaps,18 and Under,"aku beli ini dialfa si karna buru buru trs ini udh terjual dimana mana jadinya gampang nyarinya jg trs yg kedua aku beli dishopee cukup bagus sih gak terlalu lengket cocok bgt buat anak remaja buat sekolah sunscreen nya juga ringan bgt harganya juga murah dan terjangkau buat anak anak sekolah worth it si menurut ku, ",4,Yes
Harvina25,19 - 24,"Aku lumayan suka sama ss ini karna dia udah ada pelembabnya juga dan ga bikin lengket karna dia gampang menyerap, yg aku kurang suka dari ss ini setelah pemakaian lama dia bikin muka jadi kusem huhu tapi untuk sehari hari dia masih aman ko, tinggal rajin re apply aja ",4,Yes
IzzatiNblh,18 and Under,Awalnya nyari sunscreen merk sebelah tapi habis mau gak mau pake wardah aku takut banget karna semua produk wardah gak cocok dimuka ku tapi.. Sunscreen nya ternyata gak buat muka ku breakout dan sampe sini sih cocok² aja kulit ku sih kombinasi,4,Yes
Asya99,19 - 24,"buat aku tipe kulit berminyak enak sih cocok gitu, pemakaian 5jam terus manti di apply lagi. enak sih ga bikin berminyak bgt ❤ . bakal beli lagi sih ini tapi kayanya lebih cocok kalau buat di rumah, kalau buat keluar rumah mungkin ga begitu baik sih, biasa aja.",4,Yes
rifdaachoir,19 - 24,"Awal mula pakai skin care, dia adalah produk pertama yang aku pakai, buat pemula aku rasa cukup pakai ini, teksturnya mudah menyerap tapi diawal kalau belum menyerap kaya bikin white case gitu tapi tunggu aja kok nanti lama lama dia ngeblande sama warna kulit kita jadi aman dan enak juga karna ringan, oiya hasil akhirnya sedikit membuat muka jadi lebih oily ya, tapi kalo aku fine aja si",4,Yes
wiwipertiwi51,30 - 34,"iseng nyobain ini karena review nya bgus2, tapi sayang bgt dia ga bersahabat di muka ku.selain lengket ketika di pake ssuai ukuran sunscreen(2ruas jari) bener2 gresy,brasa pake masker,dan perih bgt d mata.sampe2 nangis pake ini,saking perihnya.",4,Null
Megieeee,19 - 24,"Yup, as we know that sunscreen itu penting banget buat para wanita yang sering beraktivitas diluar rumah. Jadi beberapa bulan yang lalu saya cob beli produk sunscreen nya wadah yang klaim-nya sih gek ya tapi menurut saya tekstur ya tetap cream, but its ok. Kalo selama pemakaian beberapa bulan, saya paling suka sama produk ini karena langsung meresap diwajah dan gak buat wajah saya semakin berminyak gitu. ",4,Yes
Nabila2110,18 and Under,pertama kali pake sunscreen yaa wardah ini. ga ada warna sih di produknya. agak lengket juga. tapi menurutku cocok buat km yang punya kulit sensitive. karena ga ada alcohol nyaa.. intinya suka sama produk ini. apalagi udh sekitar 4 thn pake ini. alhamdulillah ga ada efek sampingnyaa...,4,Yes
riyani1122,25 - 29,"Sunscreen yang harganya ramah dikantong, isinya lumayan banyak dan pas banget nyari sunscreen yang basicnya gel buat dipakai sehari-hari oke sih cuma dia lengket lama nyerapnya agak bikin kusam di muka ku tapi so far ga bikin masalah di muka.",4,Yes
dekako,19 - 24,"saat awal aku pakai, mungkin saat kondisi muka aku benar2 sedang breakout dan waktu itu, aku sedang mencari skin care karena abis berhenti dari krim dookter, di muka efeknya gak masalah sih, gak bikin muka makin parah, hanya saja buat mukaku semakin berminyak.. komedo semakin banyak, mungki karena kurang cocok, jadi aku ga make lagi, kuberikan ke sodaraku",4,Yes
kikeyarsyad,19 - 24,"Aku sukaaaaaa! Suka banget, so far so good sih. Tipe kulit ku berminyak tapi kalo pake ini biasa aja sih, it doesnt make my face worst dengan minyak2nya. But I wish product ini bisa mencerahkan jadi aku ga perlu pakai moisturizer pencerah lagi. Huhuhu. But untuk sunscreen oke lah ya walopun aku jarang kena matahari tapi sunscreen itu penting banget",4,Yes
amrzrx,18 and Under,"kalo ini sih sunscreen yang selalu aku pake, sebenarnya sama aja sih kaya emina, ga bagus, ga buruk juga cuma baunya ga aneh kaya emina, plus di kulitku kaya ada efek glowing plus kulit sehat gitu hihi ><",4,Yes
Astridcallista,19 - 24,"Menurut aku sunscreen ini cocok untuk kulit normal to dry karena benar-benar bikin kulit bakalan lembab. Aku biasanya menggunakan sunscreen ini kalau aktivitas lagi didalam ruangan aja, karena kalau lagi banyak aktivitas di luar ruangan aku lebih suka yang SPF 50.",4,Yes
fridyaa,19 - 24,"pakai suncare ini sejak SMA sampai sekarang, bahkan aku bawa ke Turki karena ga terlalu suka sama suncare yang disini. di wajahku ga bikin kulitku memproduksi minyak berlebih, ringan juga, ga bikin breakout",4,Yes
adindaraishaa,18 and Under,"💫enak banget pas dipake, ada sensasi cooling gitu di mukaku. wanginya juya enak. worth it! pastinya. no whitecast. mudah dibawa.sukak deh. tapi sayang banget meresapnya cukup lama. repurchase? maybe.",4,No
JihanAzmii,18 and Under,"Recommended sih ini tu,aku pake ini udh lama banget dari dulu karena aku anak Marching Band kan jdinya suka panas panasan tuh dan gosong:)) mama aku beliin ini, bermanfaat bgt sih buat ngelindungin kulit dri sinar matahari langsung+ ini tu ngelembapin jg, tpi tekstur nya trllu kental dan agak lengket jg menurut ku",4,Yes
tegargp12,25 - 29,"Sunscreen dengan harga yg murah dan dapat dibeli dengan mudah, sayang dia terlalu whitecast gitu kalo pake 2 1/3 jari. tapi dia gak bikin jerawatan di aku yg notabene nya kurang cocok dg wardah, sayangnya dia juga agak perih saat dpake didaerah sekitar muka. so aku lepas ganti emina aja yg katanya emina anak produknya si wardah tp gk tau suka n cocok aja sama si Emina",4,No
ameliaiput,30 - 34,Lumayan cocok buat kulit aku yang kering jadi lembabin juga tapi emang agak berminyak gt sih hasil akhirnya padahal muka aslinya kering. Tapi untuk harga yang murceu okelah dipake buat sehari hari apalagi kalo cuma dirumah gitu ga kemana2 cukup pake sunscreen udh enak,4,Yes
mcrvhs,18 and Under,"bagus, ga bkin lengket sm cepet nyerap jg. cm pas pke ini muka gw yg tdny cerah it jd kelihatan kusam, aplg kl indoor gt, tp kl outdoor mala glowing heran. skrg udah botol kedua, tp blm gw buka si msi ragu2 mau makek ap kgk",4,Yes
violamarchsyass,18 and Under,"actually aku blm nemu yang spesial dr produk ini sih, cuma dia cepet banget meresap ke kulit dan wangi nya enak sih nggak ganggu gitu.., gak lengket jugaa teksturnyaa, gampang di blend juga, dan harganya juga affordable banget gampang ditemuin dimana mana",4,Yes
GEAF,19 - 24,"temen2ku banyak yg nyaranin pake wardah ini soalnya dia emg bagus dan ga mahal. tapi pas aku pake emg enak si tapi pas abis kena panas mukaku di bagian hidung sama dahi berminyak banget-______-
kayaknya emg cocok buat jenis kulir kering si ini ",4,Yes
Dymetta,25 - 29,Sunscreen yang ringan banget di muka dan mudah meresap sehingga tidak meninggalkan efek terlalu lengket di muka.. Tapi di waktu yang bersamaan produk ini juga terasa cukup melembapkan kulit wajah (mungkin karena kandungan aloe vera nya).. Selain itu produk ini juga tidak meninggalkan white cast tapi entah mengapa terkadang produk ini memberikan sedikit efek kusam di wajah.. I don't know why but it's still good product with good price.. ,4,Yes
wijiwid,30 - 34,"sunscreen ini ringan, agak whitecast saat diaplikasikan tapi cukup termaafkan saat kering, udah nggak keliatan llagi whitecastnya. Nyaman utk penggunaan sehari-hari. Kekurangannya, dia perih bgt kalo kena mata. Jadi harus bilas dan reapply, karena kalau cuma diusap pake tisu nggak mempan",4,Yes
kamilamilo,19 - 24,"Aku suka bgt teksurnya. Dia krim gitu jd creamy matte dan cepet nyerap nya waktu di aplikasiin ke kulit. Nggak ada warmanya juga. Pokoknya suka bgt, cuma karena spfnya cyma 30 PA+ jadi menurutku kurang mantul sih kalo buat panas panasaan lama",4,Yes
hanefahnur,25 - 29,"aku pake wardah spf ini karna aku kerja dilapangan , alesan aku make ini harganya cocok bgtt buat aku yg low budget tpi ttp pengen dpt perlindungan dri sinar uv hehe, dan menurut aku oke ko,cck utk ibu hamil jg lohh buktinya aku hamil alhamdulillah gak ada keluhan apa apa ,",4,Yes
Senist17,19 - 24,"Sunscreen pertama aku dulu, awalnya aku kedul banget pake sunscreen, tapi semenjak kemal wardah ini, rasanya kalo gak pake tuh kurang afdol, wk. Suka banget sama wanginya, fresh gt, harganya terjangkau dan melembabkan di kulitku yang kering ini, soalnya ada aloe veranya. Repurchase? Yes",4,Yes
ifrchm,19 - 24,"Dulu waktu masih noobs sm skincare, pakai ini cocok2 aja sampai setahunan. Nah gatau sejak kapan, mungkin kondisi kulitku berubah, jadi agak panas sama lengket di wajah, jadi aku stop dulu. Tapi sesekali pakai juga, soalnya agak lama keringnya. Tapi selama pakai itu, oke oke aja di wajahku",4,No
arltiara,19 - 24,"udah pake sunscreen ini sejak lama tapi makin kesini jadi makin ganyaman gitu tiap pake produknya, pas pake bikin muka keliatan berminyak bngt. apalagi setelah beberapa jam pemakaian, beuh. repurchase? no, pengen ganti ke sunscreen lain",4,No
claudyamahieu,19 - 24,"I have oily skin. 
dulu aku sering gonta ganti product, karena bnyk yg gak cocok. 
Product ini di aku cocok bgt, gak buat beruntusan Dan jerawatan.
recommended bgt💜.

trus tahan Lama menurut aku produknya",4,Yes
aisyahnf04,18 and Under,"suka banget sih sama sunscreen ini, ngga bikin berminyak dan menurut ku melindungi banget di wajah aku. Bikin wajah glowing, cocok banget di muka aku yang minyakan dan gampang jerawatan. pake ini ngga bikin wajah aku jerawatan / bruntusan jadi aku suka banget pake ini",4,Yes
baiqelok,18 and Under,produknya bagus cepet banget ngeresap ke dalam kulit terus finishingnya juga bikin muka glowing gitu hehe kurangnya produk ini lumayan lengket setelah meresap mungkin karena ada kandungan aloe veranya yang ngelembabin juga,4,Yes
vanisyamiranda,19 - 24,"Edited review karena produknya reformulasi. Versi nonalkohol ini aku suka, meski emang dia dari segi menyerapnya sama spreadability lebih oke versi lama, lumayan oily juga sampai waktu reapply sunscreen. Bikin healthy glowing gitu. Ada efek tone up sedikit di awal pemakaian tapi terus nyatu ke kulit, jadi nggak abu-abu samsek pas pakai ¼sdt buat wajah aja. Sunscreen murah bagus gini wajib repurchase sih, soalnya termasuk skincare yang terboros",4,Yes
Agnes_afrypoerwadi,19 - 24,"Cocok cocok aja di akuu. Setelah dipakai emang krasa agak berminyak gtu, tapi melebabkan (mungkin karna ada kamdungan aloenya ya) dan kalau pakai makeup jadi nempel gtu. Gak menimbulkan efek bruntusan dll. Dann mudah dicarii dimana aja ",4,Yes
lucyanaazzahra,19 - 24,"sebenernya biasa aja sih sama produk ini, soalnya bingung mau cari sunscreen apalagi yg mumer wkwkwk. pas udh di aplikasiin agak lengket, trs muka jadi keliatan oily. ditambah lgi emang wajah aku oily, jadi keliatan kyk kilang minyak aja 😂 but overall oke sih, ga bikin jerawatan juga. kalo kalian punya rekomendasi suncreen untuk wajah oily yg murmer, bisa komen ya! 💛",4,Yes
azkinhlmh,18 and Under,"sunscreen yg aku coba saat bangkrut mau nge repurchase skin aqua:( dia ngelembabin bgt sih di aku, rada membuat aku glowing wkkw dan cepet meresap tapi kayak ninggalin white cast gitu. tapii tetep aja sih aku sukaa, tapi kalau disuruh milih aku lebih milih skin aqua hehe sowry wardah",4,Yes
ziarizqi,25 - 29,"Ini juga salah satu sun screen andalan aku. Meskipun bukan first choice aku, tapi kualitas Wardah Sun screen ini juga cukup bagus. Selama pemakaian pun tidak menimbulkan efek samping di kulit aku. Hanya saja, memberikan efek lebih kering di wajah aku. 😊",4,Yes
ViviARD,19 - 24,"pake ini grgr suncareku abiss, bingung mo pake apa trs nitip kakak yg lg keluar ditawarin produk apa pengennya yg acnes ato emina tp syang acnesnya gada yaudh pake wardah aja. enak sihhh, murah juga. alhamdulillah cocok dikulit aku yg oily inii ",4,Yes
ratitang,18 and Under,"Ini cocok sama aku dan kakakku yang kulitnya normal ke kering. Ngelembabin soalnyaa. Untuk yang kulitnya normal ke kering cocok pake ini, apalagi ada aloe veranya. Harganya juga nggak mahal, 32-34ribuan. ",4,Yes
nidyoktvn,19 - 24,"Awal awal pake sunscreen yaa wardah ini.
Teksturnya ngga terlalu kental ngga terlalu cair juga. Sempet repurchase 2kali karena belum tau mau ganti ke sunscreen apa.
cuma aku ngerasanya ngga ada perubahan yang berarti ke kulit aku. dan kalo di rasain emang agak serikit berminyak. Tapi kenapa aku suka karna teksturnya ringan dan baunya ngga ganggu",4,Yes
fklaodyn96,19 - 24,"Aku beli produk ini baru 1 kali sih. Awalnya nyoba nyoba, awalnya cocok di muka aku. Tapi kok lama lama timbul jerawat, dan pada saat jerawat nya makin ga bisa terkontrol, aku berhenti pake ini. 
Untuk teksturnya sih ringan ya. Agak sedikittt susah untuk diaplikasiin ke wajah. Makenya harus sedikit sedikit, biar mudah di aplikasiin.",4,Yes
Yusitashaa,19 - 24,"Review sunscreen lagii hahaha.. ini sunscreen murah banget deh harganya dan kualitasnya juga 11 12 sama yg emina. lumayan cepet meresap, dan baunya engga terlalu menyengat. spfnya 30++ dengan harga segitu okee lah yaa buat tamengin wajah. cuman sayangnya dia bikin wajah agak cepet minyakan.  tapi kalo disuruh milih emina/wardah  aku tetep pilih wardah.  karena yg emina bau nya agak lebih nyengat gitu, dan aku kurang suka sama produk yg  berbau. Affordable to try!!!  ",4,Yes
Anisafzyh,19 - 24,"pake ini udah dari zaman SMA sampe sekarang, udah berpuluh-puluh tube kali ya. berawal dari yang gatau apa itu sunscreen trus nyoba ini dan kulitku menerima dengan baik, dari yang belang ke mayan ga belang banget, yang artinya kulitku terlindungi pake ini. hasil setelah pengaplikasian sih berminyak ya tapi lama-lama nyerep gitu walaupun dikulit kombiku!❤",4,Yes
Why_137,19 - 24,"Cocok untuk yg kulitnya cenderung kering-normal. Karena kalau diaplikasikan ke wajah agak sedikit berminyak jadi kalau dipakai orang yang tipe kulitnya berminyak produknya lebih cepat meleleh. Dan kekurangan juga untuk spfnya, kurang maksimal melindungi. ",4,Yes
anasyanura,19 - 24,"another cheap sunscreen product that Paragon offers. versi ""dewasa""nya emina karena emang enggak bikin muka kusam kalo di aku, jadi kesannya cocok aja buat kulit tuaku (lol) cuma ya minusnya sih SPF nya itu masih sama rendahnya dengan emina",4,Yes
rifdaachoir,19 - 24,Kemasannya enak karna tube dan gampang dibawa kemana mana. Teksturnya ringan tapi setelah pemakaian buat muka jadi berminyak. Tapi karna aku tipe kulitnya kering jadi aman aman aja. Aromanya gaada jadi ngga terganggu si waktu pemakaiannya. Aku suka tapi bukan favorit aku.,4,Yes
ininys12,19 - 24,"pertama kali pake sunscreen dari wardah, as di apply ke muka yg pertama dirasain kulit muka ku jadi lembab abis itu entah kenapa foundationku jd lebih nempel dan lebih tahan lama padahal nggak pake primer sama sekali 👍👍👍👍",4,Yes
Ayuartha,30 - 34,"ku kira bakal ga cocok, karena muka ku yg oily ternyata so far so good ya meski aku kasih review ini belum ada seminggu pemakaian karena yg nama nya review skin care kurleb seminggu an biar keliatan hasil nya. udah lama banget baru keturutan beli karena maju mundur aja antara ga PD bakal cocok ato ga. ending nya kebeli juga bikos penasaran karena ini sunscreen hype banget 😅 beli seharga 27 ribuan dapet 40 ml, emang kuakui masih oke punya Emina , murah meriah dapet banyak. jadi ga salah banyak orang yg repurchase si Emina ",4,Yes
samsaravrinda,25 - 29,"Pake sunscreen ini dari awal banget pertama coba pake sunscreen, di aku yg kulitnya agak kering setelah diaplikasiin engga jadi berminyak yang ganggu gitu, engga buat jadi beruntusan, ga jerawatan juga. Coba pake sunscreen yg lain drugstore juga tapi efeknya malah berminyak banget dan cenderung beruntusan sehabis pake. Harganya murah bangett dan ada dimana2",4,Yes
Dinifitri_,19 - 24,dikulit aku cocok sih ya ga reaksi apa-apa tapi ngebuat muncul komedo item gitu jelas banget. harga murah dan bisa didapet dimana-mana. oh iya bikin muka jadi mengkilat gitu tapi lumayan ringan dan baunya ga terlalu mengganggu. recommend,4,Yes
salfazain123,19 - 24,"this is my first sunscreen that i use till now! untuk remaja kaya aku sih ini udah bagus banget, ga bikin breakout juga, udah hampir 4 tahun pake ini. harganya murah, recommended for teenagers! highly recommend, very affordable price, dan bisa banget mengembalikan kulit yanh belaaang❤",4,Yes
chacha0910,25 - 29,suncreen ini cocok di kulitku yg kombinasi.secara udah pake 2th lebih. tekstur nya gel cream. lbh cepet nyerap di kulit. tp emang agak lengket dikit di tangan. harganya terjangkau. recommended product!,4,Yes
Aikohara,18 and Under,"murah meriahh! tapi sayangnya di kulit aku dia oily banget. jadinya pindah fungsi jd buat badan aja, tpi klo kulitmu dry/normal ini bakal cocok  si, apalagi harganya murah. cocok buat yg lg mau low budget",4,Yes
lalabl,18 and Under,"sunscreen yg paling cocok di aku dr semua yg udh pernah aku coba, ringan bgttttt dipakenya tapi lama2 bikin kulit kusam but its ok karna dia ga bikin bo jd ttp aku lanjutin. sunscreen ini menurutku habisnya lamaaa, di aku bisa 3 bulanan baru habis ",4,Yes
tiaramartha,19 - 24,"ini sunscreen pertama aku sejak 2017. harganya affordable bgt. cocok untuk pemula yg baru mau pake sunscreen. teksturnya lotion gitu jd pas di apply, wajah jd berminyak. jd itu harus tunggu produknya meresap gitu agak lama.",4,Yes
andamrani,19 - 24,So far hasilnya biasa aja sih. Dia ngasih efek lembab aja dan ga ada whitecastnya. tp karna spf nya kurang tinggi jadi buat aku yg aktifitas diluar kalo pake ini berasa kurang ngaruh aja. Jidat tetap belang uhuhuhu. Mungkin kalau aktivitas indoor bisa pake ini,4,No
hindahaw,18 and Under,"Aku suka produk ini, cuma wanginya itulo kaya rada aneh gitu,  apalagi kalo pake sunscreen itu harus banyak jadi seluruh muka tuh wanginya aneh. Pengaplikasiannya gampang karena cream rada cair dan dimuka aku sedikit glowing",4,Yes
khusniarmin12,19 - 24,"sunscreen ini teksturnya gel , kalau di aplikasiin dikulit jadi adem seger gitu. emang agaksedikit lengket . tp ga masalah . aku baru kali ini nyobain ss wardah ini , kulit sekarang gak takut kusam lagi pas kena sinar matahari . bener2 terlindungi sama ss satu ini . ",4,Null
dichadat,19 - 24,"Mungkin ini buat muka type oily agak memberi efek makin banyak minyak di muka setelah pemakaian lebih dari 2 jam , sebenernya ringan dan mudah di blend tapi aku kurang suka karena itu. mungkin untuk kulit muka normal semuanya akan baik2 aja ",4,Yes
tatatu,19 - 24,"Sunscreen gel ini bentukannya mirip cream, warna putih bukan bening seperti gel pada umumnya. Teksturnya ga thick, gampang diratakan dan gampang meresap. Dia juga ga ninggalin whitecast. Di wajahku yg normal to oily ini ga bikin tambah berminyak. Lumayan nyaman deh pokoknya.",4,Null
ayunayunda,25 - 29,"Aku udh pake tube yg ke tiga. Kenapa selalu repurchase karna murah 🤭 Enak sih bikin lembab muka, kalo efek mencerahkan ngga ada kayanya tp yg penting ngga bikin muka merah gitu. Kalo untuk muka yg oily emang agak ngga enak after pake nyaa tp aku tetep suka aja 😬",4,Yes
weynd,25 - 29,"sunsreen affordable ini fav ku bgt, murah dan gampang dicari. hasilnya ga matte, teksturnya kyk krim gitu trs gampang diblend, ini kyk nambah tone wajah jadi agak cerah, memang agak berminyak klo pake ss ini.",4,Yes
